query,link,score,select_item_event
music education,/government/publications/the-power-of-music-to-change-lives-a-national-plan-for-music-education,2,7
tax type codes,/government/publications/uk-trade-tariff-box-47a-tax-type-codes,2,7
flr or fp form,/government/publications/apply-to-extend-your-stay-in-the-uk-form-flrfp,2,7
assistance dogs,/government/publications/travel-with-assistance-dogs-transport-companies-and-routes,2,7
country names,/government/publications/country-names,2,7
jcvi,/government/publications/changes-to-the-childhood-immunisation-schedule-jcvi-statement,2,7
first registrations,/government/publications/first-application-registration-fr1,2,7
privacy policy,/government/publications/dbs-privacy-policies,2,7
subject access request ,/government/publications/dbs-subject-access-request,2,7
ringworm,/government/publications/health-protection-in-schools-and-other-childcare-facilities,2,7
gbhc330,/government/publications/poultry-meat-health-certificates,2,7
cc/fs13,/government/publications/compliance-checks-publishing-details-of-deliberate-defaulters-ccfs13,2,7
premises,/government/publications/premises-licence-application-forms,2,7
deductions because of benefits overpayment,/government/publications/benefit-overpayment-recovery-staff-guide,2,7
major conditions,/government/publications/major-conditions-strategy-case-for-change-and-our-strategic-framework,2,7
criminal record ,/government/publications/criminal-records-checks-for-overseas-applicants,2,7
sports premium,/government/publications/pe-and-sport-premium-conditions-of-grant-2023-to-2024,2,7
check an eori number,/government/publications/check-an-eori-number-service-availability-and-issues,2,7
child dependant,/government/publications/apply-to-extend-stay-in-the-uk-as-a-partner-or-dependent-child-form-flrm,2,7
a level results 2023,/government/publications/infographic-a-level-results-2023,2,7
capital gains tax shares,/government/publications/shares-and-capital-gains-tax-hs284-self-assessment-helpsheet,2,7
early years curriculum,/government/publications/best-start-in-life-a-research-review-for-early-years,2,7
mental health grant,/government/publications/senior-mental-health-lead-training-grant-funding,2,7
companies house penalty,/government/publications/late-filing-penalties,2,7
us data privacy framework,/government/publications/uk-us-data-bridge-supporting-documents,2,7
health care workers,/government/publications/skilled-worker-visa-shortage-occupations,2,7
2023 gcse results,/government/publications/infographic-gcse-results-2023,2,7
supported housing,/government/publications/housing-benefit-guidance-for-supported-housing-claims,2,7
business owner,/government/publications/legal-services-business-owners,2,7
cos number,/government/publications/workers-and-temporary-workers-sponsor-a-skilled-worker,2,7
national minimum,/government/publications/the-national-minimum-wage-in-2023,2,7
advantis,/government/publications/official-receiver-insolvency-service-use-of-debt-collection-agencies,2,7
warm home discount,/government/publications/establishing-eligibility-under-the-warm-home-discount-privacy-notice,2,7
motor home,/government/publications/converting-a-vehicle-into-a-motor-caravan,2,7
marriage registration,/government/publications/application-form-to-correct-details-on-a-marriage-registration,2,7
tom risk,/government/publications/risk-categories-for-animal-and-animal-product-imports-to-great-britain,2,7
republic of congo,/government/publications/living-in-republic-of-congo,2,7
cope pension,/government/publications/state-pension-fact-sheets,2,7
flood grant,/government/publications/capital-grants-for-local-authorities-and-internal-drainage-boards,2,7
standard lifetime allowance,/government/publications/setting-the-standard-lifetime-allowance-from-2021-to-2022-to-2025-to-2026,2,7
data ethics,/government/publications/data-ethics-framework,2,7
further education and skills handbook,/government/publications/further-education-and-skills-inspection-handbook-eif,2,7
"support for a child conceived without your consent,",/government/publications/support-for-a-child-conceived-without-your-consent,2,7
statutory residency test,/government/publications/rdr3-statutory-residence-test-srt,2,7
skilled worker ,/government/publications/skilled-worker-visa-eligible-occupations,2,7
third party handbook,/government/publications/how-the-deductions-from-benefit-scheme-works-a-handbook-for-creditors,2,7
sat papers,/government/publications/key-stage-1-and-2-national-curriculum-tests-information-for-parents,2,7
[email],/government/publications/mca-approved-doctors-uk-based,2,7
prostate cancer,/government/publications/prostate-specific-antigen-testing-description-in-brief,2,7
pension rates,/government/publications/benefit-and-pension-rates-2022-to-2023,2,7
financial controls,/government/publications/internal-financial-controls-for-charities-cc8,2,7
civil service pay remit guidance,/government/publications/civil-service-pay-remit-guidance-2023-to-2024,2,7
abortion,/government/publications/clinics-authorised-to-carry-out-abortions,2,7
ocean housing,/government/publications/regulatory-judgement-ocean-housing-group-limited,2,7
short courses,/government/publications/higher-education-short-courses,2,7
ccj,/government/publications/company-names-tribunal-decision-access-logistics-uk-limited,2,7
sa103 s,/government/publications/self-assessment-self-employment-short-sa103s,2,7
continuing healthcare,/government/publications/nhs-continuing-healthcare-decision-support-tool,2,7
care job,/government/publications/skilled-worker-visa-shortage-occupations,2,7
fees for citizenship,/government/publications/fees-for-citizenship-applications,2,7
ir35 assessment,/government/publications/off-payroll-working-rules-communication-resources,2,7
self employment page,/government/publications/self-assessment-self-employment-short-sa103s,2,7
book covid vaccine,/government/publications/covid-19-vaccination-booking-an-appointment-letter,2,7
caseworker guidance,/government/publications/visit-guidance,2,7
strike-off,/government/publications/company-strike-off-dissolution-and-restoration,2,7
company names,/government/publications/re-use-of-company-names,2,7
practice guide 62,/government/publications/easements,2,7
occupation codes,/government/publications/skilled-worker-visa-eligible-healthcare-and-education-jobs,2,7
borbon,/government/publications/royal-courts-of-justice-cause-list,2,7
vulnerable bursary,/government/publications/16-to-19-bursary-fund-guide-2023-to-2024-academic-year,2,7
water management grant,/government/publications/water-management-grant-round-2,2,7
civil service pay 2023,/government/publications/civil-service-pay-remit-guidance-2023-to-2024,2,7
brp,/government/publications/brp-requirements-and-replacement-procedures,2,7
mat,/government/publications/maternity-certificate-mat-b1-guidance-for-health-professionals,2,7
criminal records checks,/government/publications/criminal-records-checks-for-overseas-applicants,2,7
curtailment,/government/publications/considering-immigration-status-and-deciding-enforcement-action,2,7
fire risk assesment,/government/publications/fire-safety-risk-assessment-5-step-checklist,2,7
share code to rent,/government/publications/how-to-rent,2,7
personal savings,/government/publications/income-tax-personal-savings-allowance-update,2,7
pfi,/government/publications/a-guide-to-pfi-expiry-health-checks,2,7
charity forms,/government/publications/charities-change-of-details-form-chv1,2,7
how to verify cos,/government/publications/introducing-govuk-verify,2,7
uln,/government/publications/lrs-organisation-portal,2,7
update eu settlement,/government/publications/eu-settlement-scheme-update,2,7
a level 2023,/government/publications/infographic-a-level-results-2023,2,7
exempt charity,/government/publications/exempt-charities-cc23,2,7
skilled worker visa eligible,/government/publications/skilled-worker-visa-eligible-occupations,2,7
applying for probate online,/government/publications/myhmcts-how-to-apply-for-probate-online,2,7
xl bully guidelines,/government/publications/official-definition-of-an-xl-bully-dog,2,7
list of employers,/government/publications/right-to-work-checklist,2,7
form lp1h,/government/publications/register-a-lasting-power-of-attorney,2,7
passport referee,/government/publications/confirming-identity-countersignatory-and-digital-referees,2,7
prs exemption register,/government/publications/private-rented-sector-minimum-energy-efficiency-standard-exemptions,2,7
mileage rates 2023,/government/publications/rates-and-allowances-travel-mileage-and-fuel-allowances,2,7
ofsted framework,/government/publications/education-inspection-framework,2,7
list of agents,/government/publications/formation-and-company-secretarial-agents,2,7
tpms,/government/publications/technological-protection-measures-tpms-complaints-process,2,7
occupation shortage list,/government/publications/skilled-worker-visa-shortage-occupations,2,7
access to work ,/government/publications/access-to-work-guide-for-employers,2,7
mimimum wage,/government/publications/the-national-minimum-wage-in-2023,2,7
biometric residence,/government/publications/biometric-residence-permits-applicant-and-sponsor-information,2,7
child trust fund ,/government/publications/maturing-child-trust-funds,2,7
levelling up white paper,/government/publications/levelling-up-the-united-kingdom,2,7
